,checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,status_and_sex,co-applicants_guarantors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_to_provide_maintenance_for,telephone,foreign_worker,customer_goodness
179,negative,21,critical_account,car_new,571,up_to_100,over_7y,4,male_single,none,4,real_estate,65,none,own,2,employed,1,no,yes,1
180,none,36,delayed,business,9572,up_to_100,up_to_1y,1,male_separated,none,1,car_other,28,none,own,2,employed,1,no,yes,0
181,0_to_200,36,delayed,business,4455,up_to_100,1_to_4y,2,male_separated,none,2,real_estate,30,stores,own,2,highly_qualified_or_self-employed,1,yes,yes,0
182,negative,21,duly_paid,car_new,1647,unknown,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,40,none,own,2,unskilled_resident,2,no,yes,0
183,none,24,critical_account,furniture,3777,over_1000,1_to_4y,4,male_single,none,4,real_estate,50,none,own,1,employed,1,yes,yes,1
184,0_to_200,18,critical_account,car_new,884,up_to_100,over_7y,4,male_single,none,4,car_other,36,bank,own,1,employed,2,yes,yes,0
185,none,15,critical_account,radio_tv,1360,up_to_100,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,31,none,own,2,employed,1,no,yes,1
186,0_to_200,9,duly_paid,car:used,5129,up_to_100,over_7y,2,female_married_separated,none,4,none_unknown,74,bank,free,1,highly_qualified_or_self-employed,2,yes,yes,0
187,0_to_200,16,critical_account,car_new,1175,up_to_100,unemployed,2,male_single,none,3,car_other,68,none,free,3,unemployed_non-resident,1,yes,yes,1
188,negative,12,existing_duly_paid,radio_tv,674,100_to_500,4_to_7y,4,male_married,none,1,building_society_savings_agreement_or_life_insurance,20,none,own,1,employed,1,no,yes,0
189,0_to_200,18,none_or_duly_paid,furniture,3244,up_to_100,1_to_4y,1,female_married_separated,none,4,car_other,33,bank,own,2,employed,1,yes,yes,1
190,none,24,existing_duly_paid,business,4591,over_1000,1_to_4y,2,male_single,none,3,building_society_savings_agreement_or_life_insurance,54,none,own,3,highly_qualified_or_self-employed,1,yes,yes,0
191,0_to_200,48,none_or_duly_paid,business,3844,100_to_500,4_to_7y,4,male_single,none,4,none_unknown,34,none,free,1,unskilled_resident,2,no,yes,0
192,0_to_200,27,existing_duly_paid,business,3915,up_to_100,1_to_4y,4,male_single,none,2,car_other,36,none,own,1,employed,2,yes,yes,0
193,none,6,existing_duly_paid,radio_tv,2108,up_to_100,4_to_7y,2,male_married,none,2,real_estate,29,none,rent,1,employed,1,no,yes,1
194,0_to_200,45,existing_duly_paid,radio_tv,3031,100_to_500,1_to_4y,4,male_single,guarantor,4,building_society_savings_agreement_or_life_insurance,21,none,rent,1,employed,1,no,yes,0
195,0_to_200,9,critical_account,education,1501,up_to_100,over_7y,2,female_married_separated,none,3,car_other,34,none,own,2,highly_qualified_or_self-employed,1,yes,yes,0
196,none,6,critical_account,radio_tv,1382,up_to_100,1_to_4y,1,female_married_separated,none,1,car_other,28,none,own,2,employed,1,yes,yes,1
197,0_to_200,12,existing_duly_paid,furniture,951,100_to_500,up_to_1y,4,female_married_separated,none,4,car_other,27,bank,rent,4,employed,1,no,yes,0
198,0_to_200,24,existing_duly_paid,car:used,2760,unknown,over_7y,4,male_single,none,4,none_unknown,36,bank,free,1,employed,1,yes,yes,1
199,0_to_200,18,delayed,furniture,4297,up_to_100,over_7y,4,male_separated,none,3,none_unknown,40,none,own,1,highly_qualified_or_self-employed,1,yes,yes,0
200,none,9,critical_account,education,936,500_to_1000,over_7y,4,male_single,none,2,car_other,52,none,own,2,employed,1,yes,yes,1
201,negative,12,existing_duly_paid,car_new,1168,up_to_100,1_to_4y,4,male_married,none,3,real_estate,27,none,own,1,unskilled_resident,1,no,yes,1
202,none,27,delayed,business,5117,up_to_100,4_to_7y,3,male_single,none,4,car_other,26,none,own,2,employed,1,no,yes,1
203,negative,12,existing_duly_paid,retraining,902,up_to_100,4_to_7y,4,male_married,none,4,building_society_savings_agreement_or_life_insurance,21,none,rent,1,employed,1,no,yes,0
204,none,12,critical_account,car_new,1495,up_to_100,over_7y,4,male_single,none,1,real_estate,38,none,own,2,unskilled_resident,2,no,yes,1
205,negative,30,critical_account,car:used,10623,up_to_100,over_7y,3,male_single,none,4,none_unknown,38,none,free,3,highly_qualified_or_self-employed,2,yes,yes,1
206,none,12,critical_account,furniture,1935,up_to_100,over_7y,4,male_single,none,4,real_estate,43,none,own,3,employed,1,yes,yes,1
207,0_to_200,12,critical_account,appliances,1424,up_to_100,4_to_7y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,26,none,own,1,employed,1,no,yes,1
208,negative,24,existing_duly_paid,business,6568,up_to_100,1_to_4y,2,male_married,none,2,car_other,21,stores,own,1,unskilled_resident,1,no,yes,1
209,none,12,existing_duly_paid,car:used,1413,over_1000,4_to_7y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,55,none,own,1,employed,1,no,no,1
210,none,9,critical_account,radio_tv,3074,unknown,1_to_4y,1,male_single,none,2,real_estate,33,none,own,2,employed,2,no,yes,1
211,none,36,existing_duly_paid,radio_tv,3835,unknown,over_7y,2,female_married_separated,none,4,real_estate,45,none,own,1,unskilled_resident,1,yes,yes,1
212,negative,27,none_or_duly_paid,business,5293,up_to_100,unemployed,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,50,stores,own,2,employed,1,yes,yes,0
213,over_200,30,delayed,business,1908,up_to_100,over_7y,4,male_single,none,4,real_estate,66,none,own,1,highly_qualified_or_self-employed,1,yes,yes,0
214,none,36,critical_account,radio_tv,3342,unknown,over_7y,4,male_single,none,2,car_other,51,none,own,1,employed,1,yes,yes,1
215,0_to_200,6,critical_account,retraining,932,unknown,4_to_7y,1,female_married_separated,none,3,building_society_savings_agreement_or_life_insurance,39,none,own,2,unskilled_resident,1,no,yes,1
216,negative,18,none_or_duly_paid,business,3104,up_to_100,4_to_7y,3,male_single,none,1,building_society_savings_agreement_or_life_insurance,31,bank,own,1,employed,1,yes,yes,1
217,over_200,36,existing_duly_paid,radio_tv,3913,up_to_100,1_to_4y,2,male_single,none,2,real_estate,23,none,own,1,employed,1,yes,yes,1
218,negative,24,existing_duly_paid,furniture,3021,up_to_100,1_to_4y,2,male_separated,none,2,real_estate,24,none,rent,1,unskilled_resident,1,no,yes,1
219,none,10,existing_duly_paid,car_new,1364,up_to_100,1_to_4y,2,female_married_separated,none,4,car_other,64,none,own,1,employed,1,yes,yes,1
220,0_to_200,12,existing_duly_paid,radio_tv,625,up_to_100,up_to_1y,4,male_married,guarantor,1,real_estate,26,bank,own,1,unskilled_resident,1,no,yes,1
221,negative,12,existing_duly_paid,education,1200,unknown,1_to_4y,4,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,23,bank,rent,1,employed,1,yes,yes,1
222,none,12,existing_duly_paid,radio_tv,707,up_to_100,1_to_4y,4,male_single,none,2,real_estate,30,bank,own,2,employed,1,no,yes,1
223,none,24,delayed,business,2978,unknown,1_to_4y,4,male_single,none,4,real_estate,32,none,own,2,employed,2,yes,yes,1
224,none,15,existing_duly_paid,car:used,4657,up_to_100,1_to_4y,3,male_single,none,2,car_other,30,none,own,1,employed,1,yes,yes,1
225,none,36,none_or_duly_paid,repairs,2613,up_to_100,1_to_4y,4,male_single,none,2,car_other,27,none,own,2,employed,1,no,yes,1
226,0_to_200,48,existing_duly_paid,radio_tv,10961,over_1000,4_to_7y,1,male_single,co-applicant,2,none_unknown,27,bank,own,2,employed,1,yes,yes,0
227,negative,12,existing_duly_paid,furniture,7865,up_to_100,over_7y,4,male_single,none,4,none_unknown,53,none,free,1,highly_qualified_or_self-employed,1,yes,yes,0
228,none,9,existing_duly_paid,radio_tv,1478,up_to_100,4_to_7y,4,male_single,none,2,car_other,22,none,own,1,employed,1,no,yes,0
229,negative,24,existing_duly_paid,furniture,3149,up_to_100,up_to_1y,4,male_single,none,1,none_unknown,22,bank,free,1,employed,1,no,yes,1
230,over_200,36,existing_duly_paid,radio_tv,4210,up_to_100,1_to_4y,4,male_single,none,2,car_other,26,none,own,1,employed,1,no,yes,0
231,none,9,existing_duly_paid,car_new,2507,500_to_1000,over_7y,2,male_single,none,4,none_unknown,51,none,free,1,unskilled_resident,1,no,yes,1
232,none,12,existing_duly_paid,radio_tv,2141,100_to_500,4_to_7y,3,male_single,none,1,none_unknown,35,none,own,1,employed,1,no,yes,1
233,0_to_200,18,existing_duly_paid,radio_tv,866,up_to_100,1_to_4y,4,male_married,guarantor,2,real_estate,25,none,own,1,unskilled_resident,1,no,yes,1
234,none,4,critical_account,radio_tv,1544,up_to_100,4_to_7y,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,no,yes,1
235,negative,24,existing_duly_paid,radio_tv,1823,up_to_100,unemployed,4,male_single,none,2,car_other,30,stores,own,1,highly_qualified_or_self-employed,2,no,yes,0
236,0_to_200,6,existing_duly_paid,car_new,14555,unknown,unemployed,1,male_single,none,2,building_society_savings_agreement_or_life_insurance,23,none,own,1,unemployed_non-resident,1,yes,yes,0
237,0_to_200,21,existing_duly_paid,business,2767,100_to_500,over_7y,4,male_separated,none,2,car_other,61,bank,rent,2,unskilled_resident,1,no,yes,0
238,none,12,critical_account,radio_tv,1291,up_to_100,1_to_4y,4,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,2,employed,1,no,yes,1
239,negative,30,existing_duly_paid,radio_tv,2522,up_to_100,over_7y,1,male_single,guarantor,3,building_society_savings_agreement_or_life_insurance,39,none,own,1,employed,2,no,yes,1
240,negative,24,existing_duly_paid,car_new,915,unknown,over_7y,4,female_married_separated,none,2,car_other,29,bank,own,1,employed,1,no,yes,0
241,none,6,existing_duly_paid,radio_tv,1595,up_to_100,4_to_7y,3,male_single,none,2,building_society_savings_agreement_or_life_insurance,51,none,own,1,employed,2,no,yes,1
242,negative,48,none_or_duly_paid,car:used,4605,up_to_100,over_7y,3,male_single,none,4,none_unknown,24,none,free,2,employed,2,no,yes,0
243,none,12,critical_account,business,1185,up_to_100,1_to_4y,3,female_married_separated,none,2,real_estate,27,none,own,2,employed,1,no,yes,1
244,none,12,duly_paid,retraining,3447,500_to_1000,1_to_4y,4,female_married_separated,none,3,real_estate,35,none,own,1,unskilled_resident,2,no,yes,1
245,none,24,existing_duly_paid,business,1258,up_to_100,4_to_7y,4,male_single,none,1,real_estate,25,none,own,1,employed,1,yes,yes,1
246,none,12,critical_account,radio_tv,717,up_to_100,over_7y,4,male_single,none,4,real_estate,52,none,own,3,employed,1,no,yes,1
247,none,6,none_or_duly_paid,car_new,1204,100_to_500,1_to_4y,4,male_single,none,1,none_unknown,35,bank,rent,1,employed,1,no,no,1
248,over_200,24,existing_duly_paid,furniture,1925,up_to_100,1_to_4y,2,male_single,none,2,real_estate,26,none,own,1,employed,1,no,yes,1
249,none,18,existing_duly_paid,radio_tv,433,up_to_100,unemployed,3,female_married_separated,co-applicant,4,real_estate,22,none,rent,1,employed,1,no,yes,0
250,negative,6,critical_account,car_new,666,over_1000,4_to_7y,3,female_married_separated,none,4,real_estate,39,none,own,2,unskilled_resident,1,yes,yes,1
251,over_200,12,existing_duly_paid,furniture,2251,up_to_100,1_to_4y,1,female_married_separated,none,2,car_other,46,none,own,1,unskilled_resident,1,no,yes,1
252,0_to_200,30,existing_duly_paid,car_new,2150,up_to_100,1_to_4y,4,female_married_separated,guarantor,2,none_unknown,24,bank,own,1,employed,1,no,yes,0
253,none,24,delayed,furniture,4151,100_to_500,1_to_4y,2,male_single,none,3,building_society_savings_agreement_or_life_insurance,35,none,own,2,employed,1,no,yes,1
254,0_to_200,9,existing_duly_paid,furniture,2030,unknown,4_to_7y,2,male_single,none,1,car_other,24,none,own,1,employed,1,yes,yes,1
255,0_to_200,60,delayed,radio_tv,7418,unknown,1_to_4y,1,male_single,none,1,real_estate,27,none,own,1,unskilled_resident,1,no,yes,1
256,none,24,critical_account,radio_tv,2684,up_to_100,1_to_4y,4,male_single,none,2,real_estate,35,none,own,2,unskilled_resident,1,no,yes,1
257,negative,12,duly_paid,radio_tv,2149,up_to_100,1_to_4y,4,male_separated,none,1,none_unknown,29,none,free,1,employed,1,no,yes,0
258,none,15,existing_duly_paid,car:used,3812,100_to_500,up_to_1y,1,female_married_separated,none,4,car_other,23,none,own,1,employed,1,yes,yes,1
259,none,11,critical_account,radio_tv,1154,100_to_500,unemployed,4,female_married_separated,none,4,real_estate,57,none,own,3,unskilled_resident,1,no,yes,1
260,negative,12,existing_duly_paid,furniture,1657,up_to_100,1_to_4y,2,male_single,none,2,real_estate,27,none,own,1,employed,1,no,yes,1
261,negative,24,existing_duly_paid,radio_tv,1603,up_to_100,over_7y,4,female_married_separated,none,4,car_other,55,none,own,1,employed,1,no,yes,1
262,negative,18,critical_account,car_new,5302,up_to_100,over_7y,2,male_single,none,4,none_unknown,36,none,free,3,highly_qualified_or_self-employed,1,yes,yes,1
263,none,12,critical_account,education,2748,up_to_100,over_7y,2,female_married_separated,none,4,none_unknown,57,bank,free,3,unskilled_resident,1,no,yes,1
264,none,10,critical_account,car_new,1231,up_to_100,over_7y,3,male_single,none,4,real_estate,32,none,own,2,unskilled_resident,2,no,no,1
265,0_to_200,15,existing_duly_paid,radio_tv,802,up_to_100,over_7y,4,male_single,none,3,car_other,37,none,own,1,employed,2,no,yes,0
266,none,36,critical_account,business,6304,unknown,over_7y,4,male_single,none,4,real_estate,36,none,own,2,employed,1,no,yes,1
267,none,24,existing_duly_paid,radio_tv,1533,up_to_100,up_to_1y,4,female_married_separated,none,3,car_other,38,stores,own,1,employed,1,yes,yes,1
268,negative,14,existing_duly_paid,car_new,8978,up_to_100,over_7y,1,male_separated,none,4,building_society_savings_agreement_or_life_insurance,45,none,own,1,highly_qualified_or_self-employed,1,yes,no,0
269,none,24,existing_duly_paid,radio_tv,999,unknown,over_7y,4,male_single,none,2,car_other,25,none,own,2,employed,1,no,yes,1
270,none,18,existing_duly_paid,car_new,2662,unknown,4_to_7y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,32,none,own,1,employed,1,no,no,1
271,none,12,critical_account,furniture,1402,500_to_1000,4_to_7y,3,female_married_separated,none,4,car_other,37,none,rent,1,employed,1,yes,yes,1
272,0_to_200,48,duly_paid,car_new,12169,unknown,unemployed,4,male_single,co-applicant,4,none_unknown,36,none,free,1,highly_qualified_or_self-employed,1,yes,yes,1
273,0_to_200,48,existing_duly_paid,radio_tv,3060,up_to_100,4_to_7y,4,male_single,none,4,real_estate,28,none,own,2,employed,1,no,yes,0
274,negative,30,existing_duly_paid,repairs,11998,up_to_100,up_to_1y,1,male_separated,none,1,none_unknown,34,none,own,1,unskilled_resident,1,yes,yes,0
275,none,9,existing_duly_paid,radio_tv,2697,up_to_100,1_to_4y,1,male_single,none,2,real_estate,32,none,own,1,employed,2,no,yes,1
276,none,18,critical_account,radio_tv,2404,up_to_100,1_to_4y,2,female_married_separated,none,2,car_other,26,none,own,2,employed,1,no,yes,1
277,negative,12,existing_duly_paid,furniture,1262,unknown,over_7y,2,male_separated,none,4,building_society_savings_agreement_or_life_insurance,49,none,own,1,unskilled_resident,1,yes,yes,1
278,none,6,existing_duly_paid,furniture,4611,up_to_100,up_to_1y,1,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,32,none,own,1,employed,1,no,yes,0
279,none,24,existing_duly_paid,radio_tv,1901,100_to_500,1_to_4y,4,male_single,none,4,car_other,29,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,1
280,none,15,critical_account,car:used,3368,over_1000,over_7y,3,male_single,none,4,none_unknown,23,none,rent,2,employed,1,yes,yes,1
281,none,12,existing_duly_paid,furniture,1574,up_to_100,1_to_4y,4,male_single,none,2,real_estate,50,none,own,1,employed,1,no,yes,1
282,over_200,18,duly_paid,radio_tv,1445,unknown,4_to_7y,4,male_single,none,4,car_other,49,bank,own,1,unskilled_resident,1,no,yes,1
283,none,15,critical_account,furniture,1520,unknown,over_7y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,63,none,own,1,employed,1,no,yes,1
284,0_to_200,24,critical_account,car_new,3878,100_to_500,up_to_1y,4,male_separated,none,2,car_other,37,none,own,1,employed,1,yes,yes,1
285,negative,47,existing_duly_paid,car_new,10722,up_to_100,up_to_1y,1,female_married_separated,none,1,real_estate,35,none,own,1,unskilled_resident,1,yes,yes,1
286,negative,48,existing_duly_paid,car:used,4788,up_to_100,4_to_7y,4,male_single,none,3,building_society_savings_agreement_or_life_insurance,26,none,own,1,employed,2,no,yes,1
287,0_to_200,48,delayed,other,7582,100_to_500,unemployed,2,male_single,none,4,none_unknown,31,none,free,1,highly_qualified_or_self-employed,1,yes,yes,1
288,0_to_200,12,existing_duly_paid,radio_tv,1092,up_to_100,1_to_4y,4,female_married_separated,guarantor,4,real_estate,49,none,own,2,employed,1,yes,yes,1
289,negative,24,delayed,radio_tv,1024,up_to_100,up_to_1y,4,male_married,none,4,real_estate,48,stores,own,1,employed,1,no,yes,0
290,none,12,existing_duly_paid,business,1076,up_to_100,1_to_4y,2,male_married,none,2,real_estate,26,none,own,1,employed,1,yes,no,1
291,0_to_200,36,existing_duly_paid,car:used,9398,up_to_100,up_to_1y,1,male_married,none,4,car_other,28,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,0
292,negative,24,critical_account,car:used,6419,up_to_100,over_7y,2,female_married_separated,none,4,none_unknown,44,none,free,2,highly_qualified_or_self-employed,2,yes,yes,1
293,over_200,42,critical_account,car:used,4796,up_to_100,over_7y,4,male_single,none,4,none_unknown,56,none,free,1,employed,1,no,yes,1
294,none,48,critical_account,business,7629,unknown,over_7y,4,male_separated,none,2,car_other,46,bank,own,2,highly_qualified_or_self-employed,2,no,yes,1
295,0_to_200,48,existing_duly_paid,furniture,9960,up_to_100,up_to_1y,1,female_married_separated,none,2,car_other,26,none,own,1,employed,1,yes,yes,0
296,none,12,existing_duly_paid,car:used,4675,unknown,up_to_1y,1,female_married_separated,none,4,car_other,20,none,rent,1,employed,1,no,yes,1
297,none,10,existing_duly_paid,car_new,1287,unknown,over_7y,4,male_single,co-applicant,2,building_society_savings_agreement_or_life_insurance,45,none,own,1,unskilled_resident,1,no,no,1
298,none,18,existing_duly_paid,furniture,2515,up_to_100,1_to_4y,3,male_single,none,4,real_estate,43,none,own,1,employed,1,yes,yes,1
299,0_to_200,21,critical_account,furniture,2745,over_1000,4_to_7y,3,male_single,none,2,car_other,32,none,own,2,employed,1,yes,yes,1
300,none,6,existing_duly_paid,car_new,672,up_to_100,unemployed,1,female_married_separated,none,4,real_estate,54,none,own,1,unemployed_non-resident,1,yes,yes,1
301,0_to_200,36,none_or_duly_paid,radio_tv,3804,up_to_100,1_to_4y,4,female_married_separated,none,1,car_other,42,none,own,1,employed,1,yes,yes,0
302,over_200,24,critical_account,car_new,1344,unknown,4_to_7y,4,male_single,none,2,real_estate,37,bank,own,2,unskilled_resident,2,no,yes,0
303,negative,10,critical_account,car_new,1038,up_to_100,4_to_7y,4,male_single,co-applicant,3,building_society_savings_agreement_or_life_insurance,49,none,own,2,employed,1,yes,yes,1
304,none,48,critical_account,car_new,10127,500_to_1000,1_to_4y,2,male_single,none,2,none_unknown,44,bank,free,1,employed,1,no,yes,0
305,none,6,existing_duly_paid,furniture,1543,over_1000,1_to_4y,4,male_separated,none,2,real_estate,33,none,own,1,employed,1,no,yes,1
306,none,30,existing_duly_paid,car:used,4811,unknown,4_to_7y,2,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,24,stores,rent,1,unskilled_resident,1,no,yes,1
307,negative,12,existing_duly_paid,radio_tv,727,100_to_500,up_to_1y,4,male_married,none,3,none_unknown,33,none,own,1,unskilled_resident,1,yes,yes,0
308,0_to_200,8,existing_duly_paid,furniture,1237,up_to_100,1_to_4y,3,female_married_separated,none,4,real_estate,24,none,own,1,employed,1,no,yes,0
309,0_to_200,9,existing_duly_paid,car_new,276,up_to_100,1_to_4y,4,male_married,none,4,real_estate,22,none,rent,1,unskilled_resident,1,no,yes,1
310,0_to_200,48,existing_duly_paid,other,5381,unknown,unemployed,3,male_single,none,4,none_unknown,40,bank,free,1,unemployed_non-resident,1,yes,yes,1
311,none,24,existing_duly_paid,furniture,5511,100_to_500,1_to_4y,4,male_single,none,1,car_other,25,stores,own,1,employed,1,no,yes,1
312,over_200,24,existing_duly_paid,furniture,3749,up_to_100,up_to_1y,2,female_married_separated,none,4,car_other,26,none,own,1,employed,1,no,yes,1
313,0_to_200,12,existing_duly_paid,car_new,685,up_to_100,4_to_7y,2,male_married,none,3,car_other,25,bank,own,1,unskilled_resident,1,no,yes,0
314,over_200,4,existing_duly_paid,car_new,1494,unknown,up_to_1y,1,male_single,none,2,real_estate,29,none,own,1,unskilled_resident,2,no,no,1
315,negative,36,duly_paid,furniture,2746,up_to_100,over_7y,4,male_single,none,4,car_other,31,bank,own,1,employed,1,no,yes,0
316,negative,12,existing_duly_paid,furniture,708,up_to_100,1_to_4y,2,male_single,guarantor,3,building_society_savings_agreement_or_life_insurance,38,none,own,1,unskilled_resident,2,no,yes,1
317,0_to_200,24,existing_duly_paid,furniture,4351,unknown,1_to_4y,1,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,48,none,own,1,unskilled_resident,1,yes,yes,1
318,none,12,critical_account,education,701,up_to_100,1_to_4y,4,male_single,none,2,car_other,32,none,own,2,employed,1,no,yes,1
319,negative,15,delayed,furniture,3643,up_to_100,over_7y,1,female_married_separated,none,4,building_society_savings_agreement_or_life_insurance,27,none,own,2,unskilled_resident,1,no,yes,1
320,0_to_200,30,critical_account,car_new,4249,up_to_100,unemployed,4,male_married,none,2,car_other,28,none,own,2,highly_qualified_or_self-employed,1,no,yes,0
321,negative,24,existing_duly_paid,radio_tv,1938,up_to_100,up_to_1y,4,male_separated,none,3,building_society_savings_agreement_or_life_insurance,32,none,own,1,employed,1,no,yes,0
322,negative,24,existing_duly_paid,car:used,2910,up_to_100,4_to_7y,2,male_single,none,1,none_unknown,34,none,free,1,highly_qualified_or_self-employed,1,yes,yes,1
323,negative,18,existing_duly_paid,furniture,2659,over_1000,1_to_4y,4,male_single,none,2,car_other,28,none,own,1,employed,1,no,yes,1
324,none,18,critical_account,car_new,1028,up_to_100,1_to_4y,4,female_married_separated,none,3,real_estate,36,none,own,2,employed,1,no,yes,1
325,negative,8,critical_account,car_new,3398,up_to_100,4_to_7y,1,male_single,none,4,real_estate,39,none,own,2,unskilled_resident,1,no,no,1
326,none,12,critical_account,furniture,5801,unknown,over_7y,2,male_single,none,4,building_society_savings_agreement_or_life_insurance,49,none,rent,1,employed,1,yes,yes,1
327,none,24,existing_duly_paid,car_new,1525,over_1000,4_to_7y,4,female_married_separated,none,3,car_other,34,none,own,1,employed,2,yes,yes,1
328,over_200,36,existing_duly_paid,radio_tv,4473,up_to_100,over_7y,4,male_single,none,2,car_other,31,none,own,1,employed,1,no,yes,1
329,0_to_200,6,existing_duly_paid,radio_tv,1068,up_to_100,over_7y,4,male_single,none,4,car_other,28,none,own,1,employed,2,no,yes,1
330,negative,24,critical_account,car:used,6615,up_to_100,unemployed,2,male_single,none,4,none_unknown,75,none,free,2,highly_qualified_or_self-employed,1,yes,yes,1
331,none,18,critical_account,education,1864,100_to_500,1_to_4y,4,female_married_separated,none,2,real_estate,30,none,own,2,employed,1,no,yes,0
332,0_to_200,60,existing_duly_paid,car_new,7408,100_to_500,up_to_1y,4,female_married_separated,none,2,building_society_savings_agreement_or_life_insurance,24,none,own,1,highly_qualified_or_self-employed,1,no,yes,0
333,none,48,critical_account,car:used,11590,100_to_500,1_to_4y,2,female_married_separated,none,4,car_other,24,bank,rent,2,unskilled_resident,1,no,yes,0
334,negative,24,none_or_duly_paid,furniture,4110,up_to_100,over_7y,3,male_single,none,4,none_unknown,23,bank,rent,2,employed,2,no,yes,0
335,negative,6,critical_account,furniture,3384,up_to_100,1_to_4y,1,male_separated,none,4,real_estate,44,none,rent,1,highly_qualified_or_self-employed,1,yes,yes,0
336,0_to_200,13,existing_duly_paid,radio_tv,2101,up_to_100,up_to_1y,2,female_married_separated,guarantor,4,building_society_savings_agreement_or_life_insurance,23,none,own,1,unskilled_resident,1,no,yes,1
337,negative,15,existing_duly_paid,appliances,1275,unknown,1_to_4y,4,female_married_separated,none,2,car_other,24,none,rent,1,employed,1,no,yes,0
338,negative,24,existing_duly_paid,furniture,4169,up_to_100,1_to_4y,4,male_single,none,4,building_society_savings_agreement_or_life_insurance,28,none,own,1,employed,1,no,yes,1
339,0_to_200,10,existing_duly_paid,furniture,1521,up_to_100,1_to_4y,4,male_separated,none,2,car_other,31,none,own,1,unskilled_resident,1,no,yes,1
340,0_to_200,24,critical_account,education,5743,up_to_100,up_to_1y,2,female_married_separated,none,4,none_unknown,24,none,free,2,employed,1,yes,yes,1
341,negative,21,existing_duly_paid,furniture,3599,up_to_100,4_to_7y,1,female_married_separated,none,4,car_other,26,none,rent,1,unskilled_resident,1,no,yes,1
342,0_to_200,18,existing_duly_paid,radio_tv,3213,500_to_1000,up_to_1y,1,male_married,none,3,real_estate,25,none,rent,1,employed,1,no,yes,1
343,0_to_200,18,existing_duly_paid,business,4439,up_to_100,over_7y,1,male_single,co-applicant,1,real_estate,33,bank,own,1,highly_qualified_or_self-employed,1,yes,yes,1
344,over_200,10,existing_duly_paid,car_new,3949,up_to_100,up_to_1y,1,male_single,guarantor,1,building_society_savings_agreement_or_life_insurance,37,none,own,1,unskilled_resident,2,no,yes,1
345,none,15,critical_account,radio_tv,1459,up_to_100,1_to_4y,4,female_married_separated,none,2,car_other,43,none,own,1,unskilled_resident,1,no,yes,1
346,0_to_200,13,critical_account,radio_tv,882,up_to_100,up_to_1y,4,male_single,guarantor,4,real_estate,23,none,own,2,employed,1,no,yes,1
347,0_to_200,24,existing_duly_paid,radio_tv,3758,500_to_1000,unemployed,1,female_married_separated,none,4,none_unknown,23,none,rent,1,unemployed_non-resident,1,no,yes,1
348,none,6,delayed,business,1743,100_to_500,1_to_4y,1,male_single,none,2,real_estate,34,none,own,2,unskilled_resident,1,no,yes,1
349,0_to_200,9,critical_account,education,1136,over_1000,over_7y,4,male_single,none,3,none_unknown,32,none,free,2,employed,2,no,yes,0
350,none,9,existing_duly_paid,appliances,1236,up_to_100,up_to_1y,1,female_married_separated,none,4,real_estate,23,none,rent,1,employed,1,yes,yes,1
351,0_to_200,9,existing_duly_paid,furniture,959,up_to_100,1_to_4y,1,female_married_separated,none,2,car_other,29,none,own,1,employed,1,no,no,0
352,none,18,critical_account,car:used,3229,unknown,unemployed,2,male_single,none,4,none_unknown,38,none,own,1,highly_qualified_or_self-employed,1,yes,yes,1
353,negative,12,none_or_duly_paid,radio_tv,6199,up_to_100,1_to_4y,4,male_single,none,2,building_society_savings_agreement_or_life_insurance,28,none,rent,2,employed,1,yes,yes,0
354,none,10,existing_duly_paid,education,727,500_to_1000,over_7y,4,male_single,none,4,none_unknown,46,none,free,1,employed,1,yes,yes,1
355,0_to_200,24,existing_duly_paid,car_new,1246,up_to_100,up_to_1y,4,male_single,none,2,real_estate,23,stores,own,1,unskilled_resident,1,no,yes,0
356,none,12,critical_account,radio_tv,2331,unknown,over_7y,1,male_single,co-applicant,4,real_estate,49,none,own,1,employed,1,yes,yes,1
357,none,36,delayed,radio_tv,4463,up_to_100,1_to_4y,4,male_single,none,2,car_other,26,none,own,2,highly_qualified_or_self-employed,1,yes,yes,0
358,none,12,existing_duly_paid,radio_tv,776,up_to_100,1_to_4y,4,male_married,none,2,real_estate,28,none,own,1,employed,1,no,yes,1
359,negative,30,existing_duly_paid,furniture,2406,up_to_100,4_to_7y,4,female_married_separated,none,4,real_estate,23,none,rent,1,employed,1,no,yes,0
